ID,#YY,MM,DD,hh,mm,WDIR(degT),WSPD(m/s),GST(m/s),DPD(sec),APD(sec),MWD(degT),PRES(hPa),ATMP(degC),WTMP(degC),DEWP(degC),WVHT(m)
2018812350,2018,8,1,23,50,199,5.3,6.2,3.33,3.09,196,1013,23.6,23.2,17.8,0.53
201882050,2018,8,2,0,50,266,2.1,2.7,3.13,3.05,204,1013.1,23.3,23.2,19,0.42
201882150,2018,8,2,1,50,226,5.5,6.4,3.03,2.94,191,1013.3,22.5,23.2,19.6,0.31
201882350,2018,8,2,3,50,199,4.8,6.1,2.94,2.75,190,1013.7,23.6,23.1,19.1,0.28
201882450,2018,8,2,4,50,183,5.5,6.7,3.45,3.06,181,1013.4,23.5,23.1,20.2,0.41
201882550,2018,8,2,5,50,204,6.7,8,3.23,3,176,1013.3,23.8,23.1,20.2,0.38
201882650,2018,8,2,6,50,218,9.4,11.4,3.45,3.2,174,1012.8,24,23.1,17.8,0.61
201882750,2018,8,2,7,50,203,7.4,8.4,4,3.7,173,1012.7,23.6,23,19.5,0.8
201882850,2018,8,2,8,50,260,10.2,13,4,3.58,177,1012.9,23.4,23,19.4,0.74
201882950,2018,8,2,9,50,200,4.6,5.6,4,3.53,175,1012.8,22.5,23,18.7,0.67
2018821050,2018,8,2,10,50,235,4.4,5.2,4.35,3.52,147,1014,22.9,23,19.5,0.65
2018821150,2018,8,2,11,50,209,2.9,3.5,4.76,3.66,139,1014,22.9,23,19.2,0.58
2018821250,2018,8,2,12,50,206,6.3,8.7,4.55,3.62,147,1014,23.2,23,18.7,0.6
2018821350,2018,8,2,13,50,193,6.6,7.8,4.35,3.51,146,1013.9,22.9,23,19.1,0.68
2018821450,2018,8,2,14,50,209,7.5,8.8,4.35,3.45,152,1013.8,22.8,23,18.7,0.6
2018821550,2018,8,2,15,50,229,4.8,5.8,4.35,3.52,146,1013.8,22.7,23,18.4,0.68
2018821650,2018,8,2,16,50,204,6,6.7,4.55,3.71,149,1013.9,22.1,23.1,19.2,0.64
2018821750,2018,8,2,17,50,223,5.9,6.7,5,3.86,145,1013.9,22.9,23.1,18.7,0.72
2018821850,2018,8,2,18,50,210,4,4.7,4.76,3.73,151,1014,23,23.2,19.1,0.6
2018821950,2018,8,2,19,50,297,2.5,3,4.35,3.6,155,1014.1,23.3,23.4,19.6,0.53
2018822050,2018,8,2,20,50,345,2.8,3.3,4.35,3.57,204,1013.7,23.2,23.6,19.2,0.42
2018822150,2018,8,2,21,50,341,4,4.7,4.35,3.61,214,1013.2,23.3,23.6,19.6,0.36
2018822250,2018,8,2,22,50,338,3.9,4.6,4.17,3.55,216,1014.2,23.3,23.6,19.3,0.25
201883450,2018,8,3,4,50,23,4,4.8,4.35,4.16,26,1016,22.3,23.3,19.2,0.28
201883550,2018,8,3,5,50,27,4.5,5.3,5,4,26,1016.2,21.7,23.2,19.4,0.28
201883650,2018,8,3,6,50,48,4.4,5.1,4.76,3.26,21,1016.2,21.4,23.2,18.9,0.29
201883750,2018,8,3,7,50,55,3.6,4.3,2.74,3.07,36,1016.1,21.2,23.1,18.7,0.32
201883850,2018,8,3,8,50,59,3.4,4.4,5,3.31,2,1016.2,21.1,23.1,18.4,0.36
201883950,2018,8,3,9,50,39,3,3.8,4.55,3.76,16,1016.4,21.1,23.1,18.3,0.52
2018831050,2018,8,3,10,50,33,3.1,3.9,5,3.89,28,1016.9,21.1,23.1,18.2,0.53
2018831150,2018,8,3,11,50,31,2.9,3.9,5,3.89,25,1017.4,21.3,23.1,18,0.49
2018831250,2018,8,3,12,50,45,4,4.9,4.76,3.61,22,1017.6,21.4,23.1,18.2,0.41
2018831350,2018,8,3,13,50,49,3.2,3.9,4.76,3.47,24,1018.1,21.3,23.1,17.7,0.37
2018831450,2018,8,3,14,50,61,3.1,4,4.55,3.49,27,1018.4,21.3,23.2,17.6,0.35
2018831550,2018,8,3,15,50,65,3.7,4.5,4.55,3.43,22,1018.5,21.3,23.3,17.9,0.31
2018831650,2018,8,3,16,50,76,3.8,4.6,4.17,3.29,16,1018.4,21.2,23.4,17.8,0.28
2018831750,2018,8,3,17,50,63,3.2,4.2,4.17,3.17,20,1018.3,21.2,23.5,18,0.27
201884850,2018,8,4,8,50,156,5.9,7,2.86,2.73,123,1016.9,23.8,23.3,20,0.31
201884950,2018,8,4,9,50,173,5.7,6.5,3.13,2.9,132,1017.1,23.8,23.3,20.2,0.4
2018841050,2018,8,4,10,50,182,5.6,6.5,3.23,2.95,138,1017.4,23.7,23.3,20.6,0.38
2018841150,2018,8,4,11,50,171,5.4,6.2,3.33,3.02,143,1017.5,23.7,23.3,21.1,0.39
2018841250,2018,8,4,12,50,178,5.2,5.9,3.33,2.98,140,1017.4,23.8,23.3,21.6,0.34
2018841350,2018,8,4,13,50,170,4.8,5.6,3.23,2.98,132,1017.7,23.7,23.3,21.9,0.37
2018841450,2018,8,4,14,50,159,4.9,5.5,3.33,3.03,149,1017.7,23.8,23.4,22.3,0.37
2018841550,2018,8,4,15,50,155,5.3,6.1,3.13,2.93,145,1018,23.7,23.5,22.4,0.41
2018841650,2018,8,4,16,50,162,5.4,6.3,3.13,2.95,148,1017.7,23.8,23.6,22.4,0.37
2018841750,2018,8,4,17,50,145,5.5,6.2,3.33,3.03,157,1017.2,24,23.7,22.3,0.39
2018841850,2018,8,4,18,50,158,5.8,6.7,3.33,2.98,153,1017.2,24.4,23.8,22.4,0.36
2018841950,2018,8,4,19,50,151,6,6.7,3.03,2.81,154,1016.6,25.1,23.8,22.3,0.38
2018842050,2018,8,4,20,50,144,5.7,6.4,3.23,2.81,165,1016.1,25.6,23.8,21.9,0.36
2018842150,2018,8,4,21,50,137,5.3,5.8,3.13,2.74,165,1015.7,25.9,23.9,21.7,0.29
2018842250,2018,8,4,22,50,149,6.3,6.9,2.86,2.66,158,1015.4,26.3,23.9,21.7,0.29
2018842350,2018,8,4,23,50,162,6,6.9,2.86,2.73,150,1015.4,26.3,23.8,22.1,0.33
201885050,2018,8,5,0,50,182,6.2,7.1,3.03,2.83,149,1015.6,25.9,23.8,22.5,0.35
201885150,2018,8,5,1,50,184,5.8,6.7,3.13,2.95,156,1016,25.9,23.8,22,0.39
201885250,2018,8,5,2,50,186,7.4,8.7,3.45,3.03,157,1016.4,25.8,23.8,22.1,0.48
201885350,2018,8,5,3,50,193,8.1,9.2,3.45,3.12,163,1016.5,25.8,23.7,21.9,0.52
201885450,2018,8,5,4,50,202,8,9.2,4,3.45,157,1017.1,25.7,23.7,21.4,0.67
201885550,2018,8,5,5,50,195,7.1,8.2,4.17,3.51,160,1017.1,25.1,23.6,21.9,0.68
201885650,2018,8,5,6,50,186,6.6,7.6,4.55,3.55,151,1016.9,24.9,23.6,22.2,0.69
201885750,2018,8,5,7,50,190,7.1,8.4,4.17,3.59,161,1016.8,24.8,23.5,22.1,0.66
201885850,2018,8,5,8,50,190,6.7,8.3,4,3.45,161,1017,24.6,23.5,22.1,0.63
201885950,2018,8,5,9,50,177,7.6,9,4.17,3.48,162,1016.4,24.5,23.5,22,0.66
2018851050,2018,8,5,10,50,186,7.4,8.6,3.85,3.45,164,1017,24.5,23.5,21.9,0.67
2018851150,2018,8,5,11,50,190,9,11.3,3.85,3.51,162,1017.4,24.4,23.4,20.9,0.72
2018851250,2018,8,5,12,50,183,7.2,8.2,4,3.5,161,1017.7,24.3,23.4,21.7,0.71
2018851350,2018,8,5,13,50,198,8.3,10,4.17,3.45,155,1017.4,24.6,23.5,21.2,0.65
2018851450,2018,8,5,14,50,204,9.2,10.7,4.35,3.48,153,1017.5,24.8,23.5,20.9,0.79
2018851550,2018,8,5,15,50,201,7.6,9,4.55,3.6,158,1017.5,24.5,23.5,21.5,0.8
2018851650,2018,8,5,16,50,190,8.3,9.8,4.55,3.6,159,1016.7,24.4,23.6,21.7,0.78
2018851750,2018,8,5,17,50,178,9.2,11.3,4.55,3.61,161,1015.2,24.6,23.6,21.5,0.81
2018851850,2018,8,5,18,50,190,8,9.9,4.55,3.76,156,1016.3,25.4,23.6,21.6,0.92
2018851950,2018,8,5,19,50,189,7.1,8.3,4.55,3.81,158,1016.4,25.6,23.7,21.8,0.88
2018852050,2018,8,5,20,50,191,6.3,7,4.55,3.68,161,1015.8,26,23.7,21.4,0.75
2018852150,2018,8,5,21,50,178,5.3,6.8,4.35,3.64,169,1015.1,26,23.8,21.6,0.62
2018852250,2018,8,5,22,50,192,5.9,6.7,4,3.47,167,1014.9,26.1,23.8,21.3,0.56
2018852350,2018,8,5,23,50,206,5.1,6,4.17,3.43,162,1015.6,25.6,23.8,21.7,0.47
201886050,2018,8,6,0,50,210,5.1,5.7,3.85,3.23,154,1015.8,25.5,23.8,21.8,0.39
201886150,2018,8,6,1,50,255,7.9,9.3,3.57,3.32,165,1016.9,27.5,23.8,20.8,0.54
201886250,2018,8,6,2,50,251,6.6,7.4,4.17,3.46,186,1017.5,27.1,23.7,21.6,0.62
201886350,2018,8,6,3,50,266,4.3,5.7,4,3.42,182,1017.4,25.4,23.7,22,0.5
201886450,2018,8,6,4,50,210,2.6,3,4,3.36,181,1016.7,24.5,23.7,22.7,0.46
201886550,2018,8,6,5,50,218,2.2,2.6,4,3.21,173,1016.3,25,23.7,21.6,0.35
201886650,2018,8,6,6,50,231,3.9,5.1,3.7,3.11,172,1016.3,24.4,23.7,21.7,0.32
201886750,2018,8,6,7,50,250,7.3,8.8,2.94,2.94,188,1017.1,24.2,23.7,21.2,0.29
201886850,2018,8,6,8,50,203,5.2,6.1,3.03,2.78,189,1016.9,24.1,23.6,19.4,0.31
201886950,2018,8,6,9,50,237,5.5,6.7,2.74,2.74,205,1016.4,23.7,23.6,20.4,0.3
2018861050,2018,8,6,10,50,307,6.9,8.4,2.74,2.73,258,1018.1,20.9,23.6,19.3,0.49
2018861150,2018,8,6,11,50,112,2.2,2.9,3.33,3.09,305,1017.5,21.2,23.6,19.4,0.49
2018861250,2018,8,6,12,50,94,0.8,2.2,3.45,3.19,297,1018.4,21.4,23.6,19.2,0.47
2018861350,2018,8,6,13,50,44,1.6,2.4,4,3.42,317,1018.3,21.7,23.6,19.3,0.47
2018861450,2018,8,6,14,50,209,0.5,1.1,3.45,3.3,274,1018.3,21.1,23.6,19.6,0.36
2018861550,2018,8,6,15,50,136,3.2,3.9,3.45,3.12,308,1017.8,21.4,23.6,19.3,0.26
2018871950,2018,8,7,19,50,344,3.4,4.2,3.7,3.47,350,1014.5,22.8,24.3,20.5,0.27
2018872050,2018,8,7,20,50,13,5.7,6.5,5.56,4.29,27,1013.1,22.7,24.1,21,0.54
2018872150,2018,8,7,21,50,20,6.9,7.6,5.26,3.85,30,1013,22.1,24,20.7,0.67
2018872250,2018,8,7,22,50,27,5.9,6.7,5,3.68,36,1012.7,22,23.9,20.5,0.73
2018872350,2018,8,7,23,50,11,4.7,5.3,4.55,3.69,33,1013.2,22.1,23.8,20.4,0.69
201888050,2018,8,8,0,50,53,2.4,3.2,4.76,3.65,29,1013.4,22,23.8,20.1,0.6
201888150,2018,8,8,1,50,46,3.4,4,4.76,3.56,35,1013.1,22,23.8,20.1,0.53
201888250,2018,8,8,2,50,343,4.8,5.9,4,3.53,35,1013.2,22.1,23.8,19.7,0.51
201888350,2018,8,8,3,50,353,4.8,5.9,3.57,3.48,32,1013.1,22,23.7,18.9,0.5
201888450,2018,8,8,4,50,360,4.6,5.4,4.55,3.53,33,1013.2,21.9,23.7,18.6,0.48
201888550,2018,8,8,5,50,5,5,5.9,5,3.56,36,1012.8,21.9,23.7,18.7,0.52
201888650,2018,8,8,6,50,8,4.6,5.2,5.26,3.67,36,1012.5,21.9,23.7,18,0.54
201888750,2018,8,8,7,50,1,3.2,3.9,5,3.86,37,1012.6,21.8,23.6,18.3,0.5
201888850,2018,8,8,8,50,355,3.1,4.3,5.26,3.83,39,1012.7,21.8,23.6,18.3,0.46
201888950,2018,8,8,9,50,352,3.1,4.3,5,3.86,34,1012.6,21.7,23.6,17.8,0.42
2018881050,2018,8,8,10,50,348,3.9,4.8,4.76,3.82,34,1013,21.7,23.6,17.5,0.4
2018881150,2018,8,8,11,50,349,4,4.9,4.55,3.75,27,1013.1,21.7,23.6,17.4,0.44
2018881250,2018,8,8,12,50,338,3.7,4.5,4.55,3.51,29,1013.3,21.6,23.6,17.2,0.42
2018881350,2018,8,8,13,50,360,4.7,5.7,4.17,3.53,23,1013.3,21.7,23.7,16.8,0.39
2018881450,2018,8,8,14,50,359,5.2,6.6,4.17,3.4,35,1013.6,21.5,23.7,17.1,0.46
2018881550,2018,8,8,15,50,14,4.6,5.8,3.85,3.2,42,1013.8,21.4,23.8,17.2,0.43
2018881650,2018,8,8,16,50,5,3.1,4.1,3.45,3.09,44,1014.2,21.5,23.9,16.7,0.42
2018881750,2018,8,8,17,50,344,3.3,4.3,3.7,3.13,38,1014.2,21.6,24,17,0.38
2018881850,2018,8,8,18,50,310,1.8,3,3.33,3,36,1014,21.7,24.2,16.9,0.32
2018881950,2018,8,8,19,50,294,2.3,3.3,3.33,3.02,28,1013.4,22.1,24.4,16.6,0.3
2018882050,2018,8,8,20,50,303,3.5,4.6,3.03,2.85,30,1013.2,22.4,24.3,17.1,0.25
201889350,2018,8,9,3,50,215,6.3,7.3,2.25,2.43,182,1013.2,23.5,24,20.1,0.25
201889450,2018,8,9,4,50,225,6.4,7.3,2.74,2.62,186,1013.3,23.6,23.9,20.8,0.34
201889550,2018,8,9,5,50,243,5.8,7,2.86,2.77,182,1012.9,24,23.9,20.9,0.38
201889650,2018,8,9,6,50,255,7.1,8,2.94,2.8,182,1012.6,24.2,23.9,20.4,0.38
201889750,2018,8,9,7,50,244,6.1,7.4,2.86,2.82,197,1012.1,24,23.9,20.4,0.45
201889850,2018,8,9,8,50,249,6.2,7.4,2.94,2.91,194,1011.8,23.8,23.9,20.3,0.46
201889950,2018,8,9,9,50,240,5.5,6.5,3.33,3.02,186,1012,23.7,23.9,20.5,0.43
2018891050,2018,8,9,10,50,222,7,8.4,3.45,2.97,180,1012,23.7,23.9,20.8,0.43
2018891150,2018,8,9,11,50,243,7.2,8.4,3.57,3.14,186,1012.2,24,23.9,20.6,0.52
2018891250,2018,8,9,12,50,246,5.2,6.4,3.45,3.31,193,1012.9,23.8,23.8,20.4,0.66
2018891350,2018,8,9,13,50,249,5.9,7,3.7,3.51,195,1012.5,23.6,23.8,20.4,0.63
2018891450,2018,8,9,14,50,253,6.3,7.1,4,3.58,197,1012.6,23.6,23.8,20.2,0.67
2018891550,2018,8,9,15,50,252,6.2,7.1,3.7,3.53,204,1012.5,23.7,23.9,20.3,0.61
2018891650,2018,8,9,16,50,247,5.4,6.3,4.35,3.59,179,1012.5,24.1,23.9,20.9,0.6
2018891750,2018,8,9,17,50,246,3.5,4.4,4,3.48,179,1012.8,24.4,24,21.5,0.6
2018891850,2018,8,9,18,50,262,0.9,1.2,4.17,3.56,167,1012.9,24.6,24.1,22,0.54
2018891950,2018,8,9,19,50,63,1.8,2.2,4.17,3.45,190,1012.2,24.5,24.3,22.4,0.48
2018892050,2018,8,9,20,50,20,6,7.3,4,3.49,220,1012.7,24,24.2,21.7,0.4
2018892150,2018,8,9,21,50,18,4.3,4.8,3.7,3.07,228,1012.2,23.3,24.1,21,0.34
2018892250,2018,8,9,22,50,22,2.9,3.7,3.85,2.98,216,1012.2,23.5,24,21.2,0.28
2018810450,2018,8,10,4,50,25,4.9,5.5,3.03,2.78,46,1013.6,23.1,24,20.6,0.27
2018810550,2018,8,10,5,50,15,3.9,4.7,2.94,2.81,45,1013.5,23.1,23.9,21.1,0.3
2018810650,2018,8,10,6,50,37,2.9,3.2,3.7,3.16,47,1013.6,23.3,23.9,20.9,0.4
2018810750,2018,8,10,7,50,64,4.5,5.4,3.7,3.1,24,1013.5,23.7,23.9,18.5,0.34
2018810850,2018,8,10,8,50,71,5,5.6,3.7,3.03,24,1013.6,23.2,23.8,19.6,0.31
2018810950,2018,8,10,9,50,67,7.9,9.2,3.7,2.95,14,1013.3,23.2,23.8,20.1,0.39
20188101050,2018,8,10,10,50,69,7.5,8.9,3.23,3.16,54,1013.4,23.1,23.8,19.2,0.54
20188101150,2018,8,10,11,50,70,7.6,8.9,3.57,3.28,78,1014,22.7,23.8,19.5,0.6
20188101250,2018,8,10,12,50,70,7.6,9.1,4,3.47,66,1014.2,22.8,23.8,19.2,0.72
20188101350,2018,8,10,13,50,72,7.1,8.3,4.17,3.55,54,1014.6,22.6,23.8,19.1,0.68
20188101450,2018,8,10,14,50,74,6.3,7.3,4,3.56,67,1014.8,22.6,23.8,19.2,0.65
20188101550,2018,8,10,15,50,65,5.5,6.5,4.17,3.54,72,1015.1,22.9,23.8,19.1,0.64
20188101650,2018,8,10,16,50,63,5.5,6.5,4.17,3.56,69,1015,23,23.9,18.8,0.63
20188101750,2018,8,10,17,50,46,4.7,5.6,4.17,3.58,69,1014.9,23.3,24,19,0.54
20188101850,2018,8,10,18,50,32,4.5,5.1,4,3.53,69,1014.7,23.3,24.1,19.5,0.49
20188101950,2018,8,10,19,50,17,4.7,5.5,3.7,3.35,78,1014.4,23.6,24.3,19.1,0.44
20188102050,2018,8,10,20,50,1,5.3,5.9,3.45,3.14,75,1014,23.4,24.3,19.2,0.41
20188102150,2018,8,10,21,50,355,6.5,7.3,3.33,2.95,77,1013.7,23.5,24.4,19.2,0.38
20188102250,2018,8,10,22,50,355,6.6,7.6,3.13,2.85,63,1013.4,23.7,24.4,19.2,0.43
20188102350,2018,8,10,23,50,1,6.3,7.2,3.13,2.86,46,1013.4,23.9,24.3,18.8,0.42
2018811050,2018,8,11,0,50,7,6.3,7.4,3.13,2.91,42,1013.6,23.6,24.3,18.8,0.41
2018811250,2018,8,11,2,50,27,4.9,5.7,3.45,3,33,1014.9,23.6,24.1,18.8,0.37
2018811350,2018,8,11,3,50,40,4.2,4.9,3.45,3.11,36,1014.8,23.7,24,18.7,0.37
2018811450,2018,8,11,4,50,29,4.7,5.3,3.7,3.22,42,1014.8,23.9,24,18,0.35
2018811550,2018,8,11,5,50,28,3.4,4.1,3.7,3.3,50,1014.7,24,24,18.1,0.35
2018811650,2018,8,11,6,50,30,2.6,3,3.7,3.32,40,1014.6,24,23.9,18.6,0.3
2018811750,2018,8,11,7,50,58,1.5,1.7,4.17,3.38,41,1014.5,23.7,23.9,18.9,0.27
20188121050,2018,8,12,10,50,356,5.6,6.4,2.86,2.68,52,1018.5,23.1,24.2,20.3,0.3
20188121150,2018,8,12,11,50,13,5.7,6.7,2.94,2.64,43,1019,23.2,24.2,20.5,0.32
20188121250,2018,8,12,12,50,16,6,6.7,2.74,2.69,42,1019.5,23.2,24.2,20.3,0.37
20188121350,2018,8,12,13,50,32,5.4,6.2,3.03,2.82,41,1020,23.4,24.1,19.7,0.38
20188121450,2018,8,12,14,50,38,5.2,6.2,3.33,2.86,28,1020.4,23.2,24.2,18.5,0.35
20188121550,2018,8,12,15,50,41,4.2,4.8,3.23,2.99,26,1020.4,23.8,24.2,17.5,0.31
20188121650,2018,8,12,16,50,47,4.4,4.9,3.33,2.98,17,1020.4,23.6,24.3,18.4,0.25
2018813050,2018,8,13,0,50,14,3.9,4.3,2.94,2.69,37,1018.7,24.2,24.7,20.6,0.27
2018813150,2018,8,13,1,50,18,3.1,3.5,2.74,2.75,42,1019,24.2,24.6,20.5,0.26
20188151750,2018,8,15,17,50,154,3.3,3.7,4.35,2.81,152,1014.3,25.1,25,21.9,0.26
2018816150,2018,8,16,1,50,155,7.1,8.9,3.45,2.98,166,1013.4,25.1,25,22,0.28
2018816250,2018,8,16,2,50,156,6.7,7.7,3.57,3.36,164,1013.4,24.6,25,22.1,0.55
2018816350,2018,8,16,3,50,162,7.5,8.4,4.17,3.54,156,1013.5,24.3,24.9,21.8,0.65
2018816450,2018,8,16,4,50,169,6.8,7.8,4.76,3.89,160,1013.7,24.3,24.9,21,0.83
2018816550,2018,8,16,5,50,172,5.8,6.7,4.55,3.76,167,1013.7,24,24.9,20.8,0.76
2018816650,2018,8,16,6,50,152,5.1,6.3,4.55,3.77,165,1013.3,23.8,24.9,20.8,0.78
2018816750,2018,8,16,7,50,143,5.4,6.3,4.76,3.66,170,1013.3,23.6,24.9,21,0.66
2018816850,2018,8,16,8,50,129,3.8,4.5,4,3.51,172,1013.3,23.3,24.8,20.9,0.55
2018816950,2018,8,16,9,50,132,3.5,4.5,4.35,3.34,178,1013.3,23.1,24.8,20.5,0.48
20188161050,2018,8,16,10,50,120,3.2,4,3.85,3.14,171,1013.7,23.2,24.8,20.4,0.37
20188161150,2018,8,16,11,50,95,2.8,3.9,3.85,3.17,181,1014.2,23.4,24.8,20.4,0.33
20188161450,2018,8,16,14,50,129,3.6,4.5,3.03,2.94,153,1014.7,23.4,24.8,20.5,0.26
20188161550,2018,8,16,15,50,146,1.8,2.3,2.94,2.94,144,1015,23.3,24.9,20.3,0.26
20188171650,2018,8,17,16,50,324,4.9,5.6,2.6,2.76,320,1014.1,23.8,25,19.7,0.26
20188171750,2018,8,17,17,50,351,3.5,4.3,2.74,2.97,322,1014.1,24,25,20.4,0.25
20188172050,2018,8,17,20,50,34,3.2,3.7,2.6,2.96,7,1014,24.1,25.2,21,0.27
20188172150,2018,8,17,21,50,26,3.6,4.3,3.57,3.06,360,1014,24.1,25.2,21.5,0.3
20188172250,2018,8,17,22,50,24,5,5.7,3.13,3.11,20,1014.4,24.2,25.2,21.8,0.31
20188172350,2018,8,17,23,50,16,7.5,8.6,3.13,2.95,29,1014.3,24.1,25.1,21.4,0.38
2018818050,2018,8,18,0,50,16,6.7,7.9,3.03,3.05,38,1014.7,24,25.1,22,0.49
2018818150,2018,8,18,1,50,27,4.5,5.4,3.85,3.32,39,1015.3,24.1,25,22.1,0.56
2018818250,2018,8,18,2,50,36,4.2,4.9,3.7,3.41,38,1015.2,24.2,25,21.8,0.51
2018818350,2018,8,18,3,50,25,3.2,3.8,3.57,3.25,31,1015.2,24.1,24.9,21.5,0.45
2018818450,2018,8,18,4,50,17,1.7,2.2,3.85,3.26,32,1015.5,24,24.9,21.4,0.44
2018818550,2018,8,18,5,50,1,4.1,4.7,3.57,3.26,38,1015.7,24.1,24.9,21.3,0.4
2018818650,2018,8,18,6,50,6,4.3,5,4.35,3.29,27,1015.5,23.9,24.9,21.4,0.34
2018818750,2018,8,18,7,50,9,4.8,5.4,3.57,3.17,29,1015.2,23.7,24.9,21.3,0.34
2018818850,2018,8,18,8,50,17,5.4,6.2,4.76,3.2,19,1015.4,23.8,24.8,19.4,0.4
2018818950,2018,8,18,9,50,13,5.4,6.2,4.76,3.27,30,1015.6,23.7,24.8,20.3,0.44
20188181050,2018,8,18,10,50,4,7,7.9,3.33,3.33,26,1015.7,23.5,24.8,20.4,0.47
20188181150,2018,8,18,11,50,25,7.5,8.7,4,3.52,32,1016,23.4,24.8,20,0.63
20188181250,2018,8,18,12,50,22,7.7,9.5,4.35,3.62,29,1016.3,23.2,24.8,20,0.72
20188181350,2018,8,18,13,50,20,7.2,8.4,4.76,3.77,33,1016.6,23,24.7,19.5,0.78
20188181450,2018,8,18,14,50,20,6.8,8.1,5,3.91,28,1016.8,23,24.7,19.1,0.85
20188181550,2018,8,18,15,50,11,6.4,7.9,4.55,3.97,34,1016.8,22.9,24.7,18.9,0.95
20188181650,2018,8,18,16,50,17,6.4,7.4,5,4.16,25,1016.6,22.7,24.7,19.4,0.91
20188181750,2018,8,18,17,50,12,6.1,8,5,3.95,28,1016.4,22.6,24.8,19.3,0.86
20188181850,2018,8,18,18,50,12,5.8,6.8,5.26,4.23,31,1016.3,22.6,24.8,19.2,1
20188181950,2018,8,18,19,50,8,5.7,6.7,5.56,4.09,30,1015.9,22.8,24.8,19.6,0.88
20188182050,2018,8,18,20,50,4,7.1,8.2,5.56,3.99,31,1015.4,22.7,24.9,19.5,0.87
20188182150,2018,8,18,21,50,4,7.4,8.6,5.56,3.88,35,1015.3,22.6,24.9,19.5,0.8
20188182250,2018,8,18,22,50,15,7,8.3,5.88,3.82,28,1015.1,22.4,24.8,19.3,0.86
20188182350,2018,8,18,23,50,16,7.1,8.1,5.56,3.92,35,1014.8,22.6,24.8,19.5,0.8
2018819050,2018,8,19,0,50,7,7.1,8.3,4.17,3.73,34,1014.7,22.7,24.8,19.1,0.79
2018819150,2018,8,19,1,50,6,7,8.1,5.56,3.84,38,1014.9,22.9,24.7,19,0.82
2018819250,2018,8,19,2,50,18,6.2,7.4,4.55,3.85,32,1015.3,23,24.7,19.3,0.81
2018819350,2018,8,19,3,50,23,5.4,6.3,4.76,3.93,32,1015.4,22.9,24.7,19.3,0.78
2018819450,2018,8,19,4,50,30,5,5.8,5,3.97,35,1015,22.8,24.7,19.6,0.8
2018819550,2018,8,19,5,50,32,4.1,5.2,4.35,3.89,33,1015.2,22.7,24.7,19.2,0.68
2018819650,2018,8,19,6,50,31,3.4,4.4,4.55,3.88,35,1015.2,22.8,24.6,19.2,0.65
2018819750,2018,8,19,7,50,30,2.3,2.9,4.76,3.9,33,1015,22.8,24.6,18.6,0.58
2018819850,2018,8,19,8,50,49,2.3,2.9,4.55,3.81,25,1014.9,22.9,24.6,18.5,0.48
2018819950,2018,8,19,9,50,36,2.4,3.3,4.76,3.73,33,1014.8,22.9,24.6,18.4,0.44
20188191050,2018,8,19,10,50,18,1.7,2.4,4.55,3.73,36,1015.1,22.8,24.6,18.2,0.41
20188191150,2018,8,19,11,50,353,1.5,1.9,4.55,3.67,33,1015.3,22.9,24.6,18.1,0.39
20188191250,2018,8,19,12,50,350,3.1,3.7,4.35,3.55,36,1015.5,22.8,24.6,18.6,0.34
20188191350,2018,8,19,13,50,1,2.3,3,4.35,3.5,32,1015.8,22.9,24.6,18.2,0.31
20188191450,2018,8,19,14,50,16,1.6,2,4.17,3.5,35,1016,23.1,24.7,17.8,0.28
20188191550,2018,8,19,15,50,4,1.5,2.1,3.85,3.45,34,1016.4,23.2,24.9,17.7,0.26
20188191750,2018,8,19,17,50,36,1.7,2.5,4.17,3.67,21,1016.1,23.3,25.3,17.9,0.26
2018820350,2018,8,20,3,50,78,5.7,6.6,2.6,2.67,82,1015.1,24.6,24.8,19.4,0.26
2018820450,2018,8,20,4,50,87,6.3,7.3,2.74,2.7,85,1015,24.8,24.8,18.7,0.29
2018820550,2018,8,20,5,50,105,7,8.3,2.86,2.75,84,1014.8,24.8,24.8,19.9,0.33
2018820650,2018,8,20,6,50,132,7.7,8.9,2.94,2.8,92,1014.4,24.6,24.7,20.4,0.37
2018820750,2018,8,20,7,50,128,7.6,9,2.86,2.85,113,1013.7,24.5,24.7,20.1,0.42
2018820850,2018,8,20,8,50,148,7.3,8.7,3.23,2.98,111,1014,24.3,24.7,19.9,0.49
2018820950,2018,8,20,9,50,137,7.8,9.8,3.57,3.24,125,1014,23.7,24.7,20.1,0.63
20188201050,2018,8,20,10,50,140,8.1,9.7,4.17,3.73,134,1013.9,23.5,24.7,19.5,0.89
20188201150,2018,8,20,11,50,123,8,9.5,4.55,3.86,142,1013.7,23.3,24.6,19.3,0.92
20188201250,2018,8,20,12,50,123,7.8,9.1,4.35,3.77,137,1014.3,23.2,24.6,19.3,0.85
20188201350,2018,8,20,13,50,115,7.7,8.8,4.55,3.77,147,1014.1,23,24.6,19.4,0.83
20188201450,2018,8,20,14,50,114,6.9,8,4,3.66,142,1013.7,23.1,24.6,19.3,0.77
20188201550,2018,8,20,15,50,98,7.7,9,4.35,3.6,149,1013,23.3,24.6,19.1,0.69
20188201650,2018,8,20,16,50,97,8.7,10.2,4.17,3.55,150,1012.4,23.4,24.6,19.2,0.73
20188201750,2018,8,20,17,50,102,9,10.7,4.17,3.54,144,1012,24.1,24.6,18.7,0.79
